,external_urls,followers,genres,href,id,images,name,popularity,type,uri
25,{'spotify': 'https://open.spotify.com/artist/5EGOerlVYxwqxaTLEWumBR'},"{'href': None, 'total': 110402}","['french indie pop', 'french indietronica', 'french synthpop', 'new french touch', 'tropical house']",https://api.spotify.com/v1/artists/5EGOerlVYxwqxaTLEWumBR,5EGOerlVYxwqxaTLEWumBR,"[{'height': 640, 'url': 'https://i.scdn.co/image/9a73e063cae9cd624e01312966d563c02553b646', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/466ef3c70f475228efa0fa47ddd373e79d2a9416', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/0bae86ba95ee7a2176d6aa854cfd0ab66184e751', 'width': 160}]",Synapson,56,artist,spotify:artist:5EGOerlVYxwqxaTLEWumBR
26,{'spotify': 'https://open.spotify.com/artist/7rTPCNINGzMp3Hc8Xqht5Z'},"{'href': None, 'total': 408566}","['french hip hop', 'pop urbaine', 'rap francais']",https://api.spotify.com/v1/artists/7rTPCNINGzMp3Hc8Xqht5Z,7rTPCNINGzMp3Hc8Xqht5Z,"[{'height': 640, 'url': 'https://i.scdn.co/image/b3c0735edf2349c3724103a753219bec62ff2f1b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/a21e68ed60871e6277b3d6b6fe2bcbd76abf7322', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/97e33af158691d11eafc59d50c38237edb8534ac', 'width': 160}]",13 Block,69,artist,spotify:artist:7rTPCNINGzMp3Hc8Xqht5Z
27,{'spotify': 'https://open.spotify.com/artist/7uzSMdiiJszDASJE9t8xph'},"{'href': None, 'total': 45362}","['chanson', 'french pop']",https://api.spotify.com/v1/artists/7uzSMdiiJszDASJE9t8xph,7uzSMdiiJszDASJE9t8xph,"[{'height': 640, 'url': 'https://i.scdn.co/image/fa5defc10284abedae4324aad7b557b2b9a6e898', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/d930cd088f573fb1df7a8c52f5a077e3d6e7ff51', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/6d7acadb865c3f1b42a38b7801ce5324e4c11c35', 'width': 160}]",David Hallyday,42,artist,spotify:artist:7uzSMdiiJszDASJE9t8xph
28,{'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'},"{'href': None, 'total': 1053358}",[],https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of,0LyfQWJT6nXafLPZqxe9Of,"[{'height': 640, 'url': 'https://i.scdn.co/image/8987540724d78afbf9f9249638eefcef38c0853b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/3439f512b1422283239d93985959dc6115eae9c2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/51820ee3bf05021dc690ee7bf804b6d73eedb4a1', 'width': 160}]",Various Artists,0,artist,spotify:artist:0LyfQWJT6nXafLPZqxe9Of
29,{'spotify': 'https://open.spotify.com/artist/1QPdp5duV6lV4XINCzjwQ2'},"{'href': None, 'total': 202513}","['french hip hop', 'pop urbaine', 'rap francais']",https://api.spotify.com/v1/artists/1QPdp5duV6lV4XINCzjwQ2,1QPdp5duV6lV4XINCzjwQ2,"[{'height': 640, 'url': 'https://i.scdn.co/image/1c23d6d8a1748dfc5dffe40cf94a732434dd40d4', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/b7a5509f5558bf5590fd3e09f2ba97aff14b33ab', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/d3414a88732083ee479fef45d0be64987c061999', 'width': 160}]",Dinos,74,artist,spotify:artist:1QPdp5duV6lV4XINCzjwQ2
30,{'spotify': 'https://open.spotify.com/artist/7MrDzS5aCy6jjBVqRidPCY'},"{'href': None, 'total': 4141}",['new french touch'],https://api.spotify.com/v1/artists/7MrDzS5aCy6jjBVqRidPCY,7MrDzS5aCy6jjBVqRidPCY,"[{'height': 640, 'url': 'https://i.scdn.co/image/8eb8349e3894dde0c22194ddd76974a8d933bb87', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/f34f476f1240665cda9521e57a4b9b6523ab96a2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/28bb80b8ab5fd72b6d88242beaec49075e56932b', 'width': 160}]",La Belle Vie,39,artist,spotify:artist:7MrDzS5aCy6jjBVqRidPCY
31,{'spotify': 'https://open.spotify.com/artist/30DhU7BDmF4PH0JVhu8ZRg'},"{'href': None, 'total': 997866}","['alternative r&b', 'pop']",https://api.spotify.com/v1/artists/30DhU7BDmF4PH0JVhu8ZRg,30DhU7BDmF4PH0JVhu8ZRg,"[{'height': 640, 'url': 'https://i.scdn.co/image/5b0e4f64d1b3dff74e9ba60adcd9cc667992b1f2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/0815a5b40db2e16fd0c8fa6f249a524c97afe897', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/b35c19a9a9eecffc59259ab4bff76a92a6c99d1a', 'width': 160}]",Sabrina Claudio,71,artist,spotify:artist:30DhU7BDmF4PH0JVhu8ZRg
32,{'spotify': 'https://open.spotify.com/artist/6icQOAFXDZKsumw3YXyusw'},"{'href': None, 'total': 6728134}","['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",https://api.spotify.com/v1/artists/6icQOAFXDZKsumw3YXyusw,6icQOAFXDZKsumw3YXyusw,"[{'height': 640, 'url': 'https://i.scdn.co/image/e5271c94202acebab521f1977757eae5cafc2a9b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/c23807bb829db2cb959d544139c28df39ec99d37', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/95dc5c7d46607fcfb6cad21311b5240d73034f11', 'width': 160}]",Lil Yachty,82,artist,spotify:artist:6icQOAFXDZKsumw3YXyusw
33,{'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'},"{'href': None, 'total': 34186111}","['dance pop', 'pop', 'pop dance', 'post-teen pop']",https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02,06HL4z0CvFAxyc27GXpf02,"[{'height': 640, 'url': 'https://i.scdn.co/image/a37efbc7fd3f5f5df81b48ce9c6de53820b239c1', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/dc6f0ac18ad5db302e3c8a28b655b6ca7244ef08', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/b1627ca86690d2c5b6cc2fb1039a31014e96a22b', 'width': 160}]",Taylor Swift,93,artist,spotify:artist:06HL4z0CvFAxyc27GXpf02
34,{'spotify': 'https://open.spotify.com/artist/5YGY8feqx7naU7z4HrwZM6'},"{'href': None, 'total': 13387540}","['dance pop', 'pop', 'pop dance', 'post-teen pop']",https://api.spotify.com/v1/artists/5YGY8feqx7naU7z4HrwZM6,5YGY8feqx7naU7z4HrwZM6,"[{'height': 640, 'url': 'https://i.scdn.co/image/f040656afb8bc16cd44781dd39ea3d02184f5c0f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/8d15c82eaf82ee38af11c2d755293ba6fb2ea036', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/8a303968e21579c92c2c1e9c811e0578c401423e', 'width': 160}]",Miley Cyrus,90,artist,spotify:artist:5YGY8feqx7naU7z4HrwZM6
35,{'spotify': 'https://open.spotify.com/artist/5UK3wj86cVRSZHrteL8Lbt'},"{'href': None, 'total': 3881}",['french metal'],https://api.spotify.com/v1/artists/5UK3wj86cVRSZHrteL8Lbt,5UK3wj86cVRSZHrteL8Lbt,"[{'height': 640, 'url': 'https://i.scdn.co/image/c62ed3fc87932e7c1ceeb3e5d1fbe52c6d3233ec', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/8aae080f09f6c55b448db4343290ed0156d42da4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/f2029218b7e5ec5302128577374d12d27f572290', 'width': 160}]",Loudblast,27,artist,spotify:artist:5UK3wj86cVRSZHrteL8Lbt
36,{'spotify': 'https://open.spotify.com/artist/1MrEurzLcL8ugfP1PrUPWG'},"{'href': None, 'total': 56912}",[],https://api.spotify.com/v1/artists/1MrEurzLcL8ugfP1PrUPWG,1MrEurzLcL8ugfP1PrUPWG,"[{'height': 1000, 'url': 'https://i.scdn.co/image/ab6772690000c46ca1107ac09284ddba2ae34bba', 'width': 1000}, {'height': 640, 'url': 'https://i.scdn.co/image/ab6772690000dd22a1107ac09284ddba2ae34bba', 'width': 640}, {'height': 200, 'url': 'https://i.scdn.co/image/ab6772690000bac3a1107ac09284ddba2ae34bba', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67726900008f74a1107ac09284ddba2ae34bba', 'width': 64}]",Billie Joe Armstrong,58,artist,spotify:artist:1MrEurzLcL8ugfP1PrUPWG
37,{'spotify': 'https://open.spotify.com/artist/7oPftvlwr6VrsViSDV7fJY'},"{'href': None, 'total': 11418054}","['permanent wave', 'pop punk', 'punk']",https://api.spotify.com/v1/artists/7oPftvlwr6VrsViSDV7fJY,7oPftvlwr6VrsViSDV7fJY,"[{'height': 640, 'url': 'https://i.scdn.co/image/e0a127469d23c3959e80e82941bcaba0146472ae', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/582266e61a4af24cc581e862b44ca68ca8483154', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/0ecaed0f40a1677f10211c5a4eab426760bdb3cf', 'width': 160}]",Green Day,82,artist,spotify:artist:7oPftvlwr6VrsViSDV7fJY
38,{'spotify': 'https://open.spotify.com/artist/4r63FhuTkUYltbVAg5TQnk'},"{'href': None, 'total': 5084499}","['north carolina hip hop', 'rap']",https://api.spotify.com/v1/artists/4r63FhuTkUYltbVAg5TQnk,4r63FhuTkUYltbVAg5TQnk,"[{'height': 640, 'url': 'https://i.scdn.co/image/f68192e6516d89a77a2b16904725a77b75b42056', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/f88e08cf9132c7facc2ee9fbdd1be3924b5c5a74', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/1b6dd2116962f6d9741d0181708e31006b5048a7', 'width': 160}]",DaBaby,93,artist,spotify:artist:4r63FhuTkUYltbVAg5TQnk
39,{'spotify': 'https://open.spotify.com/artist/1pPmIToKXyGdsCF6LmqLmI'},"{'href': None, 'total': 2405506}","['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",https://api.spotify.com/v1/artists/1pPmIToKXyGdsCF6LmqLmI,1pPmIToKXyGdsCF6LmqLmI,"[{'height': 640, 'url': 'https://i.scdn.co/image/d985318181090736aa5b9fc7e0b3a39a4ccfb080', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/bd4a02bc1ee7f8a52432f8eca780b217a3a85a88', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/8dd08ba0a3fdf84ecf7146bdee73a5166a83a429', 'width': 160}]",Rich The Kid,78,artist,spotify:artist:1pPmIToKXyGdsCF6LmqLmI
40,{'spotify': 'https://open.spotify.com/artist/7wlFDEWiM5OoIAt8RSli8b'},"{'href': None, 'total': 5916722}","['baton rouge rap', 'trap']",https://api.spotify.com/v1/artists/7wlFDEWiM5OoIAt8RSli8b,7wlFDEWiM5OoIAt8RSli8b,"[{'height': 640, 'url': 'https://i.scdn.co/image/b51a73a2709d6caa0937ccf9b3e2f8736ae70eda', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/e53e0d4ebd8cb859e8f0373a27183b6751f8d3a1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/d708ebb98e755042a81c1621e2d98c21a0a0be02', 'width': 160}]",YoungBoy Never Broke Again,87,artist,spotify:artist:7wlFDEWiM5OoIAt8RSli8b
41,{'spotify': 'https://open.spotify.com/artist/0H39MdGGX6dbnnQPt6NQkZ'},"{'href': None, 'total': 590415}","['melodic rap', 'pop rap', 'rap']",https://api.spotify.com/v1/artists/0H39MdGGX6dbnnQPt6NQkZ,0H39MdGGX6dbnnQPt6NQkZ,"[{'height': 640, 'url': 'https://i.scdn.co/image/1a820d8cdf598b740087c5fd5a57cd19d4782535', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/f72511328dd67d40a64b2c90ccc790fb41fefec2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/66c4caddd5ac2a5e372b3b9686a2e95edf05444a', 'width': 160}]",SAINt JHN,82,artist,spotify:artist:0H39MdGGX6dbnnQPt6NQkZ
42,{'spotify': 'https://open.spotify.com/artist/181bsRPaVXVlUKXrxwZfHK'},"{'href': None, 'total': 2670010}","['houston rap', 'pop', 'pop rap', 'trap queen']",https://api.spotify.com/v1/artists/181bsRPaVXVlUKXrxwZfHK,181bsRPaVXVlUKXrxwZfHK,"[{'height': 640, 'url': 'https://i.scdn.co/image/7bca4cddd5903957a727ae5b49936cd57d801d05', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/269960de592b3ccfd48e0b5c0e1cfa7159d10fdf', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/6a68a8b1db96036f9c2e12f62263ef457feec425', 'width': 160}]",Megan Thee Stallion,88,artist,spotify:artist:181bsRPaVXVlUKXrxwZfHK
43,{'spotify': 'https://open.spotify.com/artist/6vXTefBL93Dj5IqAWq6OTv'},"{'href': None, 'total': 3744746}","['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://api.spotify.com/v1/artists/6vXTefBL93Dj5IqAWq6OTv,6vXTefBL93Dj5IqAWq6OTv,"[{'height': 640, 'url': 'https://i.scdn.co/image/14443f9c4ab806e91aee7feaad4f90b91f29f7b6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/7c0eb7ffa898d97fcc91add81a57b9dfba86c409', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/73ec2651d0d89d51b7acad46c008e6287d8558fd', 'width': 160}]",French Montana,80,artist,spotify:artist:6vXTefBL93Dj5IqAWq6OTv
44,{'spotify': 'https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX'},"{'href': None, 'total': 25972704}","['k-pop', 'k-pop boy group']",https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX,3Nrfpe0tUJi4K4DXYWgMUX,"[{'height': 640, 'url': 'https://i.scdn.co/image/8ef1003d0cab2411ebc066ae9e50c01dceaf4e6c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/b6050d78c0fecee8e1f2614d326f7e24d835cb8e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/155cffd734dfe8841887c60307ace6eb66a5bf7b', 'width': 160}]",BTS,97,artist,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX
45,{'spotify': 'https://open.spotify.com/artist/6bmlMHgSheBauioMgKv2tn'},"{'href': None, 'total': 691852}",['sad rap'],https://api.spotify.com/v1/artists/6bmlMHgSheBauioMgKv2tn,6bmlMHgSheBauioMgKv2tn,"[{'height': 640, 'url': 'https://i.scdn.co/image/6762c64591df0690ea1c37a7ec4a0a042ac6c475', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/b2afd653403bdde659fbc3c80d268a2403750304', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/3cbf1b74f540cd054a96f7dc27d7e8e3d87c411d', 'width': 160}]",Powfu,80,artist,spotify:artist:6bmlMHgSheBauioMgKv2tn
46,{'spotify': 'https://open.spotify.com/artist/23TFHmajVfBtlRx5MXqgoz'},"{'href': None, 'total': 4125782}","['italian hip hop', 'italian pop', 'trap italiana']",https://api.spotify.com/v1/artists/23TFHmajVfBtlRx5MXqgoz,23TFHmajVfBtlRx5MXqgoz,"[{'height': 640, 'url': 'https://i.scdn.co/image/06ccd7f1870c7b2c0a93b5d7d34587180945588b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/12249ffc62893e8b0fcaca582e48ed8091c5a20a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/14224b895bed6b1f6df9a510cd2e4b2e5cd40d4e', 'width': 160}]",Sfera Ebbasta,84,artist,spotify:artist:23TFHmajVfBtlRx5MXqgoz
47,{'spotify': 'https://open.spotify.com/artist/5KKpBU5eC2tJDzf0wmlRp2'},"{'href': None, 'total': 328550}","['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk contemporary r&b', 'uk pop']",https://api.spotify.com/v1/artists/5KKpBU5eC2tJDzf0wmlRp2,5KKpBU5eC2tJDzf0wmlRp2,"[{'height': 640, 'url': 'https://i.scdn.co/image/118848385fd97fba3428df4aebf0d6b26ae77053', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/7cb5146a381e273b163905bcdc69d77c49d4c7c9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/7f97cf6d746b8f201708b7f1201e79a152c94a57', 'width': 160}]",RAYE,76,artist,spotify:artist:5KKpBU5eC2tJDzf0wmlRp2
48,{'spotify': 'https://open.spotify.com/artist/6XYvaoDGE0VmRt83Jss9Sn'},"{'href': None, 'total': 577276}","['australian indie', 'australian psych', 'double drumming', 'neo-psychedelic']",https://api.spotify.com/v1/artists/6XYvaoDGE0VmRt83Jss9Sn,6XYvaoDGE0VmRt83Jss9Sn,"[{'height': 640, 'url': 'https://i.scdn.co/image/4ef78eaae0e25d64d241471c385960980fca189e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/6785dd210fc89f6ea3a171cb543aa6681b982169', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/a5291d52ce3bc1cd989c3431f315ec778a93a99d', 'width': 160}]",King Gizzard & The Lizard Wizard,68,artist,spotify:artist:6XYvaoDGE0VmRt83Jss9Sn
49,{'spotify': 'https://open.spotify.com/artist/6ytOHdKh4xt4YvF7tz8Zcv'},"{'href': None, 'total': 771802}","['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",https://api.spotify.com/v1/artists/6ytOHdKh4xt4YvF7tz8Zcv,6ytOHdKh4xt4YvF7tz8Zcv,"[{'height': 640, 'url': 'https://i.scdn.co/image/182e531271e1672dee57481de954a422d161588e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/179ebe2b7967d80fa6a441064b0c610d94c43eeb', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/bcf942519ed2e3b5128fa4f46a3849037a129f6c', 'width': 160}]",Kalash Criminel,70,artist,spotify:artist:6ytOHdKh4xt4YvF7tz8Zcv
50,{'spotify': 'https://open.spotify.com/artist/1QsdzIKkTT5gDFj8GB1cIX'},"{'href': None, 'total': 52500}","['french indie pop', 'french indietronica', 'french pop']",https://api.spotify.com/v1/artists/1QsdzIKkTT5gDFj8GB1cIX,1QsdzIKkTT5gDFj8GB1cIX,"[{'height': 640, 'url': 'https://i.scdn.co/image/9710e0c66094c7023c053a0c9e24150fdb04edd0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/b0ce8ec2e14a76b4bdf22f1776872cc58497a38e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/d44a0b55900a6d80bf7db212093b9a086e138c96', 'width': 160}]",Yseult,57,artist,spotify:artist:1QsdzIKkTT5gDFj8GB1cIX
51,{'spotify': 'https://open.spotify.com/artist/54kCbQZaZWHnwwj9VP2hn4'},"{'href': None, 'total': 699462}","['french hip hop', 'pop urbaine', 'rap francais']",https://api.spotify.com/v1/artists/54kCbQZaZWHnwwj9VP2hn4,54kCbQZaZWHnwwj9VP2hn4,"[{'height': 640, 'url': 'https://i.scdn.co/image/aeeee1cb1d1d674f20046fd9a8f8cadcbca8ccbf', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/6fa081dda9661f1e7f66cbc09830055e1c623fae', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/f24ff25991197ef4a13dccb12453dcef6d230151', 'width': 160}]",Zola,75,artist,spotify:artist:54kCbQZaZWHnwwj9VP2hn4
